part,filename
train
,Au0_Rha_0001_Recto_SurSyl.bmp
,Au0_Rha_0001_Verso_SurSyl.bmp
,Au0_Rha_0002_Recto_SurSyl.bmp
,Au0_Rha_0002_Verso_SurSyl.bmp
,Au0_Rha_0003_Recto_SurSyl.bmp
,Au0_Rha_0003_Verso_SurSyl.bmp
,Au0_Rha_0004_Recto_SurSyl.bmp
,Au0_Rha_0004_Verso_SurSyl.bmp
,Au0_Rha_0006_Recto_SurSyl.bmp
,Au0_Rha_0006_Verso_SurSyl.bmp
,Au0_Rha_0007_Recto_SurSyl.bmp
,Au0_Rha_0007_Verso_SurSyl.bmp
,Au0_Rha_0010_Recto_SurSyl.bmp
,Au0_Rha_0010_Verso_SurSyl.bmp
,Au0_Rha_0011_Recto_SurSyl.bmp
,Au0_Rha_0011_Verso_SurSyl.bmp
,Au0_Rha_0012_Recto_SurSyl.bmp
,Au0_Rha_0012_Verso_SurSyl.bmp
,Au0_Rha_0014_Recto_SurSyl.bmp
,Au0_Rha_0014_Verso_SurSyl.bmp
,Au0_Rha_0015_Recto_SurSyl.bmp
,Au0_Rha_0015_Verso_SurSyl.bmp
,Au0_Rha_0016_Recto_SurSyl.bmp
,Au0_Rha_0016_Verso_SurSyl.bmp
,Au0_Rha_0017_Recto_SurSyl.bmp
,Au0_Rha_0017_Verso_SurSyl.bmp
,Au0_Rha_0018_Recto_SurSyl.bmp
,Au0_Rha_0018_Verso_SurSyl.bmp
,Au0_Rha_0019_Recto_SurSyl.bmp
,Au0_Rha_0019_Verso_SurSyl.bmp
,Au0_Rha_0020_Recto_SurSyl.bmp
,Au0_Rha_0020_Verso_SurSyl.bmp
,Au0_Rha_0021_Recto_SurSyl.bmp
,Au0_Rha_0021_Verso_SurSyl.bmp
,Au0_Rha_0022_Recto_SurSyl.bmp
,Au0_Rha_0022_Verso_SurSyl.bmp
,Au0_Rha_0023_Recto_SurSyl.bmp
,Au0_Rha_0023_Verso_SurSyl.bmp
,Au0_Rha_0025_Recto_SurSyl.bmp
,Au0_Rha_0025_Verso_SurSyl.bmp
,Au0_Rha_0027_Recto_SurSyl.bmp
,Au0_Rha_0027_Verso_SurSyl.bmp
,Au0_Rha_0028_Recto_SurSyl.bmp
,Au0_Rha_0028_Verso_SurSyl.bmp
,Au0_Rha_0030_Recto_SurSyl.bmp
,Au0_Rha_0030_Verso_SurSyl.bmp
,Au0_Rha_0032_Recto_SurSyl.bmp
,Au0_Rha_0032_Verso_SurSyl.bmp
,Au0_Rha_0033_Recto_SurSyl.bmp
,Au0_Rha_0033_Verso_SurSyl.bmp
,Au0_Rha_0034_Recto_SurSyl.bmp
,Au0_Rha_0034_Verso_SurSyl.bmp
,Au0_Rha_0037_Recto_SurSyl.bmp
,Au0_Rha_0037_Verso_SurSyl.bmp
,Au0_Rha_0038_Recto_SurSyl.bmp
,Au0_Rha_0038_Verso_SurSyl.bmp
,Au0_Rha_0039_Recto_SurSyl.bmp
,Au0_Rha_0039_Verso_SurSyl.bmp
,Au0_Rha_0040_Recto_SurSyl.bmp
,Au0_Rha_0040_Verso_SurSyl.bmp
,Au0_Rha_0042_Recto_SurSyl.bmp
,Au0_Rha_0042_Verso_SurSyl.bmp
,Au0_Rha_0043_Recto_SurSyl.bmp
,Au0_Rha_0043_Verso_SurSyl.bmp
,Au0_Rha_0044_Recto_SurSyl.bmp
,Au0_Rha_0044_Verso_SurSyl.bmp
,Au0_Rha_0045_Recto_SurSyl.bmp
,Au0_Rha_0045_Verso_SurSyl.bmp
,Au0_Rha_0046_Recto_SurSyl.bmp
,Au0_Rha_0046_Verso_SurSyl.bmp
,Au0_Rha_0047_Recto_SurSyl.bmp
,Au0_Rha_0047_Verso_SurSyl.bmp
,Au0_Rha_0051_Recto_SurSyl.bmp
,Au0_Rha_0051_Verso_SurSyl.bmp
,Au0_Rha_0052_Recto_SurSyl.bmp
,Au0_Rha_0052_Verso_SurSyl.bmp
,Au0_Rha_0053_Recto_SurSyl.bmp
,Au0_Rha_0053_Verso_SurSyl.bmp
,Au0_Rha_0055_Recto_SurSyl.bmp
,Au0_Rha_0055_Verso_SurSyl.bmp
,Au0_Rha_0056_Recto_SurSyl.bmp
,Au0_Rha_0056_Verso_SurSyl.bmp
,Au0_Rha_0057_Recto_SurSyl.bmp
,Au0_Rha_0057_Verso_SurSyl.bmp
,Au0_Rha_0058_Recto_SurSyl.bmp
,Au0_Rha_0058_Verso_SurSyl.bmp
,Au0_Rha_0059_Recto_SurSyl.bmp
,Au0_Rha_0059_Verso_SurSyl.bmp
,Au0_Rha_0061_Recto_SurSyl.bmp
,Au0_Rha_0061_Verso_SurSyl.bmp
,Au0_Rha_0062_Recto_SurSyl.bmp
,Au0_Rha_0062_Verso_SurSyl.bmp
,Au0_Rha_0063_Recto_SurSyl.bmp
,Au0_Rha_0063_Verso_SurSyl.bmp
,Au0_Rha_0064_Recto_SurSyl.bmp
,Au0_Rha_0064_Verso_SurSyl.bmp
,Au0_Rha_0065_Recto_SurSyl.bmp
,Au0_Rha_0065_Verso_SurSyl.bmp
,Au0_Rha_0066_Recto_SurMac.bmp
,Au0_Rha_0066_Verso_SurMac.bmp
,Au0_Rha_0067_Recto_SurMac.bmp
,Au0_Rha_0067_Verso_SurMac.bmp
,Au0_Rha_0069_Recto_SurMac.bmp
,Au0_Rha_0069_Verso_SurMac.bmp
,Au0_Rha_0070_Recto_SurMac.bmp
,Au0_Rha_0070_Verso_SurMac.bmp
,Au0_Rha_0073_Recto_SurMac.bmp
,Au0_Rha_0073_Verso_SurMac.bmp
,Au0_Rha_0074_Recto_SurMac.bmp
,Au0_Rha_0074_Verso_SurMac.bmp
,Au0_Rha_0078_Recto_SurMil.bmp
,Au0_Rha_0078_Verso_SurMil.bmp
,Au0_Rha_0079_Recto_SurMil.bmp
,Au0_Rha_0079_Verso_SurMil.bmp
,Au0_Rha_0080_Recto_SurMil.bmp
,Au0_Rha_0080_Verso_SurMil.bmp
,Au0_Rha_0083_Recto_SurMil.bmp
,Au0_Rha_0083_Verso_SurMil.bmp
,Au0_Rha_0085_Recto_SurMil.bmp
,Au0_Rha_0085_Verso_SurMil.bmp
,Au0_Rha_0086_Recto_SurMil.bmp
,Au0_Rha_0086_Verso_SurMil.bmp
,Au0_Rha_0087_Recto_SurMil.bmp
,Au0_Rha_0087_Verso_SurMil.bmp
,Au0_Rha_0089_Recto_SurMil.bmp
,Au0_Rha_0089_Verso_SurMil.bmp
,Au0_Rha_0091_Recto_SurMil.bmp
,Au0_Rha_0091_Verso_SurMil.bmp
,Au0_Rha_0093_Recto_SurSyl.bmp
,Au0_Rha_0093_Verso_SurSyl.bmp
,Au0_Rha_0094_Recto_SurSyl.bmp
,Au0_Rha_0094_Verso_SurSyl.bmp
,Au0_Rha_0095_Recto_SurSyl.bmp
,Au0_Rha_0095_Verso_SurSyl.bmp
,Au0_Rha_0096_Recto_SurSyl.bmp
,Au0_Rha_0096_Verso_SurSyl.bmp
,Au0_Rha_0097_Recto_SurSyl.bmp
,Au0_Rha_0097_Verso_SurSyl.bmp
,Au0_Rha_0098_Recto_SurSyl.bmp
,Au0_Rha_0098_Verso_SurSyl.bmp
,Au0_Rha_0099_Recto_SurSyl.bmp
,Au0_Rha_0099_Verso_SurSyl.bmp
,Au0_Rha_0100_Recto_SurSyl.bmp
,Au0_Rha_0100_Verso_SurSyl.bmp
,Au0_Rha_0101_Recto_SurSyl.bmp
,Au0_Rha_0101_Verso_SurSyl.bmp
,Au0_Rha_0102_Recto_SurSyl.bmp
,Au0_Rha_0102_Verso_SurSyl.bmp
,Au0_Rha_0103_Recto_SurSyl.bmp
,Au0_Rha_0103_Verso_SurSyl.bmp
,Au0_Rha_0104_Recto_SurSyl.bmp
,Au0_Rha_0104_Verso_SurSyl.bmp
,Au0_Rha_0105_Recto_SurSyl.bmp
,Au0_Rha_0105_Verso_SurSyl.bmp
,Au0_Rha_0106_Recto_SurSyl.bmp
,Au0_Rha_0106_Verso_SurSyl.bmp
,Au0_Rha_0107_Recto_SurSyl.bmp
,Au0_Rha_0107_Verso_SurSyl.bmp
,Au0_Rha_0108_Recto_SurSyl.bmp
,Au0_Rha_0108_Verso_SurSyl.bmp
,Au0_Rha_0109_Recto_SurSyl.bmp
,Au0_Rha_0109_Verso_SurSyl.bmp
,Au0_Rha_0110_Recto_SurMac.bmp
,Au0_Rha_0110_Verso_SurMac.bmp
,Au0_Rha_0111_Recto_SurMac.bmp
,Au0_Rha_0111_Verso_SurMac.bmp
,Au0_Rha_0112_Recto_SurMac.bmp
,Au0_Rha_0112_Verso_SurMac.bmp
,Au0_Rha_0113_Recto_SurMac.bmp
,Au0_Rha_0113_Verso_SurMac.bmp
,Au0_Rha_0114_Recto_SurMac.bmp
,Au0_Rha_0114_Verso_SurMac.bmp
,Au0_Rha_0115_Recto_SurMac.bmp
,Au0_Rha_0115_Verso_SurMac.bmp
,Au0_Rha_0116_Recto_SurMac.bmp
,Au0_Rha_0116_Verso_SurMac.bmp
,Au0_Rha_0118_Recto_SurMac.bmp
,Au0_Rha_0118_Verso_SurMac.bmp
,Au0_Rha_0120_Recto_SurMac.bmp
,Au0_Rha_0120_Verso_SurMac.bmp
,Au0_Rha_0121_Recto_SurMac.bmp
,Au0_Rha_0121_Verso_SurMac.bmp
,Au0_Rha_0123_Recto_SurMac.bmp
,Au0_Rha_0123_Verso_SurMac.bmp
,Au0_Rha_0126_Recto_SurMac.bmp
,Au0_Rha_0126_Verso_SurMac.bmp
,Au0_Rha_0128_Recto_SurMac.bmp
,Au0_Rha_0128_Verso_SurMac.bmp
,Au0_Rha_0129_Recto_SurMac.bmp
,Au0_Rha_0129_Verso_SurMac.bmp
,Au0_Rha_0130_Recto_SurMac.bmp
,Au0_Rha_0130_Verso_SurMac.bmp
,Au0_Rha_0132_Recto_SurMac.bmp
,Au0_Rha_0132_Verso_SurMac.bmp
,Au0_Rha_0134_Recto_SurMac.bmp
,Au0_Rha_0134_Verso_SurMac.bmp
,Au0_Rha_0136_Recto_SurMac.bmp
,Au0_Rha_0136_Verso_SurMac.bmp
,Au0_Rha_0140_Recto_SurMac.bmp
,Au0_Rha_0140_Verso_SurMac.bmp
,Au0_Rha_0141_Recto_SurMac.bmp
,Au0_Rha_0141_Verso_SurMac.bmp
,Au0_Rha_0143_Recto_SurMac.bmp
,Au0_Rha_0143_Verso_SurMac.bmp
,Au0_Rha_0145_Recto_SurPse.bmp
,Au0_Rha_0145_Verso_SurPse.bmp
,Au0_Rha_0146_Recto_SurPse.bmp
,Au0_Rha_0146_Verso_SurPse.bmp
,Au0_Rha_0148_Recto_SurPse.bmp
,Au0_Rha_0148_Verso_SurPse.bmp
,Au0_Rha_0149_Recto_SurPse.bmp
,Au0_Rha_0149_Verso_SurPse.bmp
,Au0_Rha_0150_Recto_SurPse.bmp
,Au0_Rha_0150_Verso_SurPse.bmp
,Au0_Rha_0151_Recto_SurPse.bmp
,Au0_Rha_0151_Verso_SurPse.bmp
,Au0_Rha_0153_Recto_SurPse.bmp
,Au0_Rha_0153_Verso_SurPse.bmp
,Au0_Rha_0154_Recto_SurPse.bmp
,Au0_Rha_0154_Verso_SurPse.bmp
,Au0_Rha_0155_Recto_SurMac.bmp
,Au0_Rha_0155_Verso_SurMac.bmp
,Au0_Rha_0156_Recto_SurMac.bmp
,Au0_Rha_0156_Verso_SurMac.bmp
,Au0_Rha_0158_Recto_SurMac.bmp
,Au0_Rha_0158_Verso_SurMac.bmp
,Au0_Rha_0159_Recto_SurMac.bmp
,Au0_Rha_0159_Verso_SurMac.bmp
,Au0_Rha_0161_Recto_SurSyl.bmp
,Au0_Rha_0161_Verso_SurSyl.bmp
,Au0_Rha_0163_Recto_SurSyl.bmp
,Au0_Rha_0163_Verso_SurSyl.bmp
,Au0_Rha_0164_Recto_SurSyl.bmp
,Au0_Rha_0164_Verso_SurSyl.bmp
,Au0_Rha_0165_Recto_SurSyl.bmp
,Au0_Rha_0165_Verso_SurSyl.bmp
,Au0_Rha_0167_Recto_SurSyl.bmp
,Au0_Rha_0167_Verso_SurSyl.bmp
,Au0_Rha_0169_Recto_SurSyl.bmp
,Au0_Rha_0169_Verso_SurSyl.bmp
,Au0_Rha_0171_Recto_SurSyl.bmp
,Au0_Rha_0171_Verso_SurSyl.bmp
,Au0_Rha_0172_Recto_SurSyl.bmp
,Au0_Rha_0172_Verso_SurSyl.bmp
,Au0_Rha_0178_Recto_SurPse.bmp
,Au0_Rha_0178_Verso_SurPse.bmp
,Au0_Rha_0179_Recto_SurPse.bmp
,Au0_Rha_0179_Verso_SurPse.bmp
,Au0_Rha_0183_Recto_SurPse.bmp
,Au0_Rha_0183_Verso_SurPse.bmp
,Au0_Rha_0185_Recto_SurPse.bmp
,Au0_Rha_0185_Verso_SurPse.bmp
